supplier_id,supplier_name,region,reliability_score,payment_terms,max_capacity,item_id,sku,description,commodity_category,unit_weight_kg,moq,baseline_cost_inr,unit_price_inr,lead_time_days,defect_rate_pct,qty_ordered,logistics_cost_inr,cost_per_defect_inr,penalty_per_day_inr
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4369,23,3.3903,109,3711.81,8686.81,786.14
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,69893.41,33,4.9855,15,78548.56,227105.07,1111.21
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,735.35,8,3.8342,200,2915.69,1460.13,77.59
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,51129.9,43,4.2461,22,115536.05,138160.82,1430.01
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,476.5,14,4.5141,109,3082.8,828.64,82.25
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,440.18,7,2.5088,500,3326.13,393.42,98.88
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,13166.05,31,8,10,29836.31,20772.94,266.2
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,68475.25,5,1.7723,218,1816.76,38134.67,10192.32
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5714.85,46,2.5487,50,4400.82,10414.1,590.95
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,180.65,12,4.8104,1107,1070.31,309.24,86.63
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1545.25,16,4.7089,244,750,1149.43,384.46
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,8320.04,15,1.9264,48,20258.48,11905.7,452.64
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,4298.14,33,2.9423,108,7420.13,9506.27,481.27
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,914.91,11,2.3933,317,2467.96,618.88,88.76
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,216586.85,29,4.9072,5,6279.01,592484.69,1646.79
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,966.16,12,2.6381,424,8316.62,739.63,677.33
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,916.84,6,2.7099,220,2040.2,1125.47,133.15
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,839.08,23,4.9557,200,3164.07,1192.99,190.6
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,71278.98,13,3.7489,884,29846.51,141382.53,34856.4
SUP-018,Mesco Steels Ltd,Odisha,60,LC 60 Days at Sight,12166,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1197.74,26,5.4765,225,4832.44,2349.1,186.68
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,800.26,17,4.4635,1008,3483.87,764.38,810.82
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3383.05,38,7.3403,308,26131.77,1853.95,1938.94
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,20415.16,28,6.8136,200,29962.67,42699.57,6239
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,100.85,24,4.9677,2258,750,67.12,143.06
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,8512.59,17,3.6096,25,5251.27,18127.88,221.34
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,374.67,7,2.75,1093,2742.72,261.61,1010.14
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4124.84,23,3.2067,50,2873.35,6937.83,248.94
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,23554.46,33,7.9196,212,5626.87,54052.35,3794.65
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1496.2,32,2.1551,215,2671.26,1012.11,213.59
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,813890,20,1.2026,135,5129.36,1607029.64,98533.33
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,718.73,15,4.7828,104,2093.63,375.55,125.69
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,49705.38,24,4.5676,10,37611.69,202359.83,602.47
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1802.62,31,4.9551,100,5425.62,2294,209.89
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,223.45,26,7.7682,1620,3480.14,491.06,514.98
SUP-034,Grindwell Norton Ltd,Maharashtra,65,Net 30,10533,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,230.76,35,2.5438,382,2963.12,241.46,63.28
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,6268.52,30,3.4474,20,1782.04,3957.95,91.11
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,641.19,34,0.9598,200,2927.76,659.27,97.47
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1187.67,16,2.1837,94,1368.01,2485.7,35.34
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-032,SKU-FASTNR-M12,M12×50 Hex Bolt 8.8 Zinc (100pcs),Fasteners,1.1,500,380,476.57,13,2.7326,3374,4138.78,781.89,2063.15
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,772926.42,23,4.0402,50,13906.11,729993.81,32482.84
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,4612.57,20,2.6806,102,8927.77,5081.2,209.92
SUP-034,Grindwell Norton Ltd,Maharashtra,65,Net 30,10533,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,184.96,14,3.0433,2267,2801.71,346.53,711.4
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,919.4,25,4.9909,334,3071.77,957.98,389.69
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11958.28,43,2.6707,5,6469.21,26551.92,39.46
SUP-021,SKF India Ltd,Maharashtra,93,Advance 50% Net 30,14554,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,889338.56,9,2.5741,50,984.91,616035.28,33491.97
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,663.92,13,2.3559,100,1348.94,811.35,54.91
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,19060.89,21,5,19,2160.78,28098.28,259.02
SUP-015,Man Industries India Ltd,Gujarat,80,Net 90,12443,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2068.82,22,7.7138,200,3531.15,1899.49,481.35
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3065.75,30,1.0249,653,2731.6,5069.41,4208.11
SUP-018,Mesco Steels Ltd,Odisha,60,LC 60 Days at Sight,12166,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,748.34,35,3.0212,203,2633.2,1541.82,247.98
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,25067.14,12,2.7437,663,14309.25,31037.39,7803.14
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,178.64,24,2.6126,1891,2251.21,140.94,1164.74
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5481.32,10,3.2025,50,3740,5478.32,203.65
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,61774.9,27,1.5038,28,31681.86,167966.47,2437.62
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,273.15,21,4.4409,200,1072.68,398.77,104.49
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,72141.59,22,4.9439,16,94946.12,350338.32,815.48
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,17640.39,21,4.3501,10,4736.78,11756.13,132.49
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,459.05,8,1.5131,500,1650.19,940.79,303.32
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,173.4,50,4.2413,1786,3311.97,339.82,724.23
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,436.71,14,4.9946,1085,4034.95,260.49,173.18
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,53615.68,14,4.7022,10,31229.75,136689.55,768.26
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,45828.29,42,7.4557,10,74677.8,105522.79,315.43
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,13893.72,41,3.928,10,5741.01,21095.7,106.34
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-032,SKU-FASTNR-M12,M12×50 Hex Bolt 8.8 Zinc (100pcs),Fasteners,1.1,500,380,373.71,25,4.4977,1131,3771.44,362.1,582.13
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5412.65,14,3.8814,50,10417.2,3858.07,863.15
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,867678.08,18,2.9639,112,9619.05,866381.73,55037.8
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,643.11,30,2.7499,295,3319.1,1320.78,202.35
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2782.91,10,4.2901,223,1496.81,3581.87,587.2
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,300.86,9,4.9916,541,2416.8,302.8,144.44
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,19049.62,22,2.4921,17,5684.74,15573.18,144.18
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,656.22,14,2.6434,200,1910.29,1145.2,105.57
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1876.61,21,2.5681,100,6695.44,3432.95,99.16
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,59582.54,24,2.6571,35,9326.95,176976.96,3070.45
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4360.35,10,1.7796,50,9178.3,5462,283.26
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,52030.71,40,4.581,38,19706.89,72205.69,703.54
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,15922.13,34,6.7015,10,3275.57,12358.14,95.67
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,67580.95,18,4.0921,207,1786.21,74407.53,16887.05
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,899.85,34,4.9589,300,1972.65,725.45,401.99
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,882.19,17,4.539,380,3193.5,792.88,376.54
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,309.16,40,4.9164,538,1326.87,518.14,149.92
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,193400.01,13,3.6663,5,6672.51,129948.36,1278.72
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,212.08,31,1.9465,2130,2642.68,168.67,1152.46
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,970.57,43,2.2349,300,3110.09,699.26,187.09
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3148.78,39,4.4195,109,24474.73,4061.95,294.33
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,223.28,8,3.7345,2594,3554.79,438.8,406.43
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3264.95,43,1.9463,106,2161.23,7292.67,312.45
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3277.84,22,4.9345,163,23620.09,2054.75,778.05
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,175.25,32,3.5516,1118,3501.87,175.44,89.09
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,2068.83,23,4.7202,100,3982.27,3441.9,135.88
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,324.74,15,1.5307,500,3062.84,478.74,126.61
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,189.44,15,2.3232,2004,2398.24,337.6,335.17
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1339.89,33,4.9999,50,2034.76,1330.27,64.19
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,61370.94,21,4.8114,29,10818.19,232615.96,2065.96
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,56397.02,53,4.7241,1011,7442.01,85534.93,46615.23
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,430.95,17,4.6062,985,2750.34,943.22,617.62
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5583.29,11,1.36,85,16406.73,2906.02,335.61
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1031.51,38,4.8099,109,6727.32,1643.31,65.24
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8256.12,21,3.5357,342,3816.93,7242.84,1758.89
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,756156.36,15,1.4695,50,18573.87,1555763.64,54874.55
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,212696.04,22,2.7043,103,19761.13,182582.7,20483.07
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,15605.36,34,3.984,10,24919.48,31116.51,325.12
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,842.93,24,3.915,659,3920.64,442.61,608.79
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,272.75,20,3.5805,550,1257.66,464.17,110.18
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,672.87,8,2.0075,104,1937.17,455.15,51.56
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,65508.49,34,4.7265,17,24733.29,262133.52,1452.04
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,72747.28,15,0.9087,673,3925.93,130453.46,36258.92
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8879.31,31,4.1235,40,10176.73,11842.05,329.85
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3435.9,32,4.8886,200,3214.76,7125.25,765.15
SUP-034,Grindwell Norton Ltd,Maharashtra,65,Net 30,10533,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,188113.14,29,1.5089,100,2052,263393.87,12960.79
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11655.14,34,3.3859,5,10087.54,11621.65,60.38
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2915.08,18,7.8808,200,3574.13,3578.82,577.86
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,308.22,24,2.6777,1099,3107.3,429.25,374.81
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,8537.75,27,6.1717,25,18007.99,15366.19,150.54
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,785.29,17,2.6341,200,1074.18,1458.44,110.03
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4092.12,11,4.7983,92,3445.79,5678.5,754.54
